,Creditability,Account Balance,Duration of Credit (month),Payment Status of Previous Credit,Purpose,Credit Amount,Value Savings/Stocks,Length of current employment,Instalment per cent,Sex & Marital Status,Most valuable available asset,Age (years),Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation,Telephone
747,1,3,24,3,3,5507,1,4,3,2,4,44,2,3,2,2,1
748,1,2,9,2,3,1199,1,3,4,1,2,67,2,2,2,3,2
749,1,3,24,2,2,2892,1,4,3,1,4,51,2,3,1,2,1
750,1,2,36,3,0,2862,2,4,4,2,4,30,2,3,1,2,1
751,0,1,9,2,0,654,1,2,4,2,3,28,2,2,1,1,1
752,0,2,9,3,3,1136,3,4,4,2,4,32,2,3,2,2,1
753,0,2,24,2,1,4113,3,1,3,1,3,28,2,1,1,2,1
754,0,2,6,2,0,14555,4,1,1,2,2,23,2,2,1,1,2
755,0,1,15,1,0,950,1,4,4,2,3,33,2,1,2,2,1
756,0,1,24,3,0,1199,1,4,4,2,3,60,2,2,2,1,1
757,0,1,12,1,0,1082,1,2,4,2,3,48,1,2,2,2,1
758,0,2,30,2,0,2150,1,2,4,1,4,24,1,2,1,2,1
759,0,2,36,3,0,2820,1,1,4,1,3,27,2,2,2,2,1
760,0,2,48,2,3,3060,1,3,4,2,1,28,2,2,2,2,1
761,0,1,18,2,3,2600,1,2,4,2,4,65,2,3,2,2,1
762,0,3,21,1,0,5003,4,2,1,1,2,29,1,2,2,2,2
763,0,2,60,2,3,6288,1,2,4,2,4,42,2,3,1,2,1
764,0,3,24,3,0,2538,1,4,4,2,3,47,2,2,2,1,1
765,0,3,9,2,3,1478,1,3,4,2,3,22,2,2,1,2,1
766,0,2,39,3,3,4933,1,3,2,2,1,25,2,2,2,2,1
767,0,3,18,3,0,1530,1,2,3,2,2,32,1,2,2,2,1
768,0,2,9,1,0,1437,2,3,2,2,4,29,2,2,1,2,1
769,0,1,15,2,3,1275,4,2,4,1,3,24,2,1,1,2,1
770,0,1,24,2,3,1823,1,1,4,2,3,30,1,2,1,3,1
771,0,1,9,2,0,1422,1,1,3,2,4,27,2,3,1,3,2
772,0,1,18,2,3,1217,1,2,4,3,1,47,2,2,1,1,2
773,0,1,36,2,0,9271,1,3,2,2,3,24,2,2,1,2,2
774,0,1,36,3,0,2145,1,3,2,2,3,24,2,2,2,2,2
775,0,1,36,2,0,1842,1,1,4,1,3,34,2,2,1,2,2
776,0,2,18,3,2,4297,1,4,4,1,4,40,2,2,1,3,2
777,0,1,6,3,2,3384,1,2,1,1,1,44,2,1,1,3,2
778,0,2,18,3,3,1245,1,2,4,3,3,33,2,2,1,2,1
779,0,3,15,2,3,4623,2,2,3,2,2,40,2,2,1,3,2
780,0,2,30,3,2,8386,1,3,2,2,2,49,2,2,1,2,1
781,0,1,24,3,3,1024,1,1,4,3,1,48,1,2,1,2,1
782,0,2,36,2,0,14318,1,4,4,2,4,57,2,3,1,3,2
783,0,2,6,1,3,433,3,1,4,1,2,24,1,1,1,2,1
784,0,1,12,1,3,2149,1,2,4,1,4,29,2,3,1,2,1
785,0,3,24,2,3,2397,3,4,3,2,3,35,1,2,2,2,2
786,0,2,6,1,0,931,2,1,1,1,2,32,1,2,1,1,1
787,0,2,15,3,3,1512,3,2,3,3,2,61,1,2,2,2,1
788,0,2,24,1,0,4241,1,2,1,2,1,36,2,2,2,1,2
789,0,2,24,3,2,4736,1,1,2,1,3,25,1,2,1,1,1
790,0,2,15,1,0,1778,1,1,2,1,1,26,2,1,2,1,1
791,0,3,15,2,3,2327,1,1,2,1,1,25,2,2,1,1,1
792,0,1,24,1,2,6872,1,1,2,1,2,55,1,2,1,2,2
793,0,1,12,2,3,795,1,1,4,1,2,53,2,2,1,2,1
794,0,3,30,3,0,1908,1,4,4,2,1,66,2,2,1,3,2
795,0,2,36,1,0,1953,1,4,4,2,4,61,2,3,1,3,2
796,0,3,18,2,2,2864,1,2,2,2,1,34,2,2,1,1,1
797,0,3,21,3,3,2319,1,1,2,1,3,33,2,1,1,2,1
798,0,1,24,2,0,915,4,4,4,1,3,29,1,2,1,2,1
799,0,3,24,2,0,947,1,3,4,2,4,38,1,3,1,2,1
800,0,1,24,2,0,1381,4,2,4,1,2,35,2,2,1,2,1
801,0,1,24,2,0,1285,4,3,4,1,4,32,2,1,1,2,1
802,0,1,24,2,0,1371,4,2,4,1,1,25,2,1,1,2,1
803,0,2,18,2,0,1042,4,2,4,1,2,33,2,2,1,2,1
804,0,1,12,2,0,900,4,2,4,3,3,23,2,2,1,2,1
805,0,1,24,2,0,1207,1,1,4,1,2,24,2,1,1,2,1
806,0,2,18,1,0,2278,2,1,3,1,3,28,2,2,2,2,1
807,0,1,60,3,0,6836,1,4,3,2,4,63,2,2,2,2,2
808,0,1,24,2,2,3345,1,4,4,2,2,39,2,1,1,3,2
809,0,1,6,1,3,1198,1,4,4,1,4,35,2,3,1,2,1
810,0,2,48,2,0,15672,1,2,2,2,3,23,2,2,1,2,2
811,0,1,60,2,0,7297,1,4,4,2,4,36,2,1,1,2,1
812,0,3,18,2,3,1943,1,1,4,1,1,23,2,2,1,2,1
813,0,1,18,2,3,3190,1,2,2,1,1,24,2,2,1,2,1
814,0,2,9,1,1,5129,1,4,2,1,4,74,1,3,1,3,2
815,0,3,18,3,2,1808,1,3,4,1,1,22,2,2,1,2,1
816,0,3,10,2,0,1240,2,4,1,1,4,48,2,3,1,1,1
817,0,1,12,2,0,759,1,3,4,2,1,26,2,2,1,2,1
818,0,2,8,2,2,1237,1,2,3,1,1,24,2,2,1,2,1
819,0,3,9,2,2,1980,1,1,2,1,3,19,2,1,2,2,1
820,0,2,48,2,3,10961,3,3,1,2,4,27,1,2,2,2,2
821,0,1,36,3,3,6887,1,2,4,2,2,29,1,2,1,2,2
822,0,1,24,2,3,1938,1,1,4,1,2,32,2,2,1,2,1
823,0,1,21,2,3,1835,1,2,3,1,1,25,2,2,2,2,2
824,0,1,24,3,3,1659,1,1,4,1,3,29,2,1,1,1,2
825,0,2,6,3,0,1209,1,1,4,2,2,47,2,2,1,3,2
826,0,2,48,1,0,3844,2,3,4,2,4,34,2,3,1,1,1
827,0,1,12,3,0,4843,1,4,3,2,2,43,2,1,2,2,2
828,0,2,12,2,3,639,1,2,4,2,3,30,2,2,1,2,1
829,0,2,48,2,3,5951,1,2,2,1,1,22,2,2,1,2,1
830,0,2,36,1,3,3804,1,2,4,1,3,42,2,2,1,2,2
831,0,3,36,3,3,4463,1,2,4,2,3,26,2,2,2,3,2
832,0,3,36,3,0,7980,4,1,4,2,3,27,2,1,2,2,2
833,0,3,36,2,3,4210,1,2,4,2,3,26,2,2,1,2,1
834,0,3,6,2,2,4611,1,1,1,1,2,32,2,2,1,2,1
835,0,2,24,2,1,11560,1,2,1,1,3,23,2,1,2,3,1
836,0,3,18,1,0,4165,1,2,2,2,3,36,1,2,2,2,1
837,0,2,24,2,2,4057,1,3,3,1,3,43,2,2,1,2,2
838,0,3,18,1,0,6458,1,4,2,2,4,39,1,2,2,3,2
839,0,3,12,2,0,1386,3,2,2,1,2,26,2,2,1,2,1
840,0,1,36,2,3,1977,4,4,4,2,4,40,2,2,1,3,2
841,0,2,18,3,2,1928,1,1,2,2,1,31,2,2,2,1,1
842,0,3,12,2,2,1123,3,2,4,1,3,29,2,1,1,1,1
843,0,2,24,2,0,11328,1,2,2,2,3,29,1,2,2,3,2
844,0,2,24,3,0,11938,1,2,2,2,3,39,2,2,2,3,2
845,0,2,27,3,3,2520,3,2,4,2,2,23,2,2,2,1,1
846,0,2,30,3,3,1919,2,1,4,2,4,30,1,2,2,3,1
847,0,2,60,1,0,14782,2,4,3,1,4,60,1,3,2,3,2
848,0,2,36,2,3,2671,2,2,4,1,4,50,2,3,1,2,1
849,0,2,36,2,3,12612,2,2,1,2,4,47,2,3,1,2,2
850,0,2,45,2,3,3031,2,2,4,2,2,21,2,1,1,2,1
851,0,1,12,1,3,626,1,2,4,1,1,24,1,2,1,1,1
852,0,2,24,3,0,1935,1,4,4,1,1,31,2,2,2,2,2
853,0,3,24,3,0,1344,4,3,4,2,1,37,1,2,2,1,1
854,0,3,18,2,2,1533,1,1,4,3,2,43,2,2,1,1,1
855,0,1,48,2,0,3931,1,3,4,2,4,46,2,3,1,2,1
856,0,1,24,1,2,3349,3,1,4,2,4,30,2,3,1,2,2
857,0,1,36,2,3,2302,1,2,4,1,3,31,2,1,1,2,1
858,0,1,42,2,3,3965,1,1,4,2,3,34,2,2,1,2,1
859,0,1,12,2,3,727,2,1,4,3,4,33,2,2,1,1,2
860,0,3,48,2,0,3914,4,2,4,1,1,38,1,2,1,2,1
861,0,1,48,2,0,4308,1,1,3,1,2,24,2,1,1,2,1
862,0,2,12,2,3,1534,1,1,1,3,1,23,2,1,1,2,1
863,0,3,18,3,0,2775,1,3,2,2,2,31,1,2,2,2,1
864,0,1,40,3,3,5998,1,2,4,2,4,27,1,2,1,2,2
865,0,3,15,3,3,1271,4,2,3,2,4,39,2,3,2,2,2
866,0,2,12,2,0,1295,1,1,3,1,3,25,2,1,1,2,1
867,0,2,36,2,1,9398,1,1,1,3,3,28,2,1,1,3,2
868,0,2,12,2,2,951,2,1,4,1,3,27,1,1,2,2,1
869,0,2,24,2,0,1355,1,1,3,1,3,25,2,2,1,1,2
870,0,1,48,2,3,3051,1,2,3,2,3,54,2,2,1,2,1
871,0,3,36,3,0,7855,1,2,4,1,1,25,1,2,2,2,2
872,0,3,18,2,3,433,1,1,3,1,1,22,2,1,1,2,1
873,0,3,36,3,0,9572,1,1,1,1,3,28,2,2,2,2,1
874,0,2,24,1,3,1837,1,3,4,1,4,34,1,3,1,1,1
875,0,2,30,3,0,4249,1,1,4,3,3,28,2,2,2,3,1
876,0,2,30,3,0,5234,1,1,4,3,3,28,2,2,2,3,1
877,0,1,48,2,3,6758,1,2,3,1,3,31,2,2,1,2,2
878,0,1,9,2,3,1366,1,1,3,1,2,22,2,1,1,2,1
879,0,1,24,1,0,1358,4,4,4,2,3,40,1,2,1,3,2
880,0,1,18,2,2,2473,1,1,4,2,3,25,2,2,1,1,1
881,0,3,9,1,3,1337,1,1,4,2,3,34,2,2,2,3,2
882,0,1,48,2,0,7763,1,4,4,2,4,42,1,3,1,3,1
883,0,2,15,1,0,1264,2,2,2,3,2,25,2,1,1,2,1
884,0,2,15,2,0,2631,2,2,2,1,3,28,2,1,2,2,2
885,0,2,48,2,0,6560,2,3,3,2,2,24,2,2,1,2,1
886,0,1,24,2,0,3123,1,1,4,1,2,27,2,2,1,2,1
887,0,1,36,3,3,8065,1,2,3,1,4,25,2,2,2,3,2
888,0,1,24,2,3,2439,1,1,4,1,1,35,2,2,1,2,2
889,0,2,36,2,2,9034,2,1,4,2,4,29,2,1,1,3,2
890,0,2,60,2,0,14027,1,3,4,2,4,27,2,2,1,3,2
891,0,1,36,3,1,9629,1,3,4,2,3,24,2,2,2,2,2
892,0,2,12,2,3,1484,4,2,2,3,1,25,2,2,1,2,2
893,0,1,18,2,2,1131,1,1,4,1,3,33,2,2,1,2,1
894,0,2,24,3,2,2064,1,1,3,1,2,34,2,2,1,3,2
895,0,2,18,2,1,12976,1,1,3,1,4,38,2,3,1,3,2
896,0,3,21,3,0,2580,3,1,4,2,1,41,1,2,1,1,1
897,0,3,27,2,0,2570,1,2,3,1,1,21,2,1,1,2,1
898,0,2,27,2,0,3915,1,2,4,2,3,36,2,2,1,2,2
899,0,3,10,2,0,1309,4,2,4,2,2,27,2,2,1,1,1
900,0,1,24,2,0,4817,1,3,2,2,2,31,2,2,1,2,2
901,0,1,12,2,0,2579,1,1,4,2,1,33,2,2,1,1,1
902,0,2,36,3,0,2225,1,4,4,2,4,57,1,3,2,2,2
903,0,1,18,2,2,4153,1,2,2,2,3,42,2,2,1,2,1
904,0,1,18,1,2,3114,1,1,1,1,2,26,2,1,1,2,1
905,0,1,18,3,2,2124,1,2,4,1,1,24,2,1,2,2,1
906,0,1,18,1,2,1553,1,2,4,2,3,44,1,2,1,2,1
907,0,1,30,2,2,2406,1,3,4,1,1,23,2,1,1,2,1
908,0,1,24,3,0,1333,1,1,4,2,1,43,2,3,2,2,1
909,0,1,48,1,2,7119,1,2,3,2,4,53,2,3,2,2,1
910,0,1,24,3,0,4870,1,2,3,2,4,53,2,3,2,2,1
911,0,1,12,3,0,691,1,4,4,2,2,35,2,2,2,2,1
912,0,1,42,3,3,4370,1,3,3,2,2,26,1,2,2,2,2
913,0,1,36,1,2,2746,1,4,4,2,3,31,1,2,1,2,1
914,0,1,24,1,2,4110,1,4,3,2,4,23,1,1,2,2,1
915,0,1,18,2,2,2462,1,2,2,2,3,22,2,2,1,2,1
916,0,1,12,2,2,1282,1,2,2,1,3,20,2,1,1,2,1
917,0,2,12,1,2,2969,1,1,4,1,2,25,2,1,2,2,1
918,0,1,48,1,1,4605,1,4,3,2,4,24,2,3,2,2,1
919,0,1,48,3,1,6331,1,4,4,2,4,46,2,3,2,2,2
920,0,1,24,1,2,3552,1,3,3,2,3,27,1,2,1,2,1
921,0,1,12,1,0,697,1,1,4,2,3,46,1,2,2,2,2
922,0,1,24,2,0,1442,1,3,4,1,3,23,2,1,2,2,1
923,0,1,27,1,0,5293,1,1,2,2,2,50,2,2,2,2,2
924,0,1,21,3,3,3414,1,1,2,2,2,26,1,2,2,2,1
925,0,1,18,2,2,2039,1,2,1,1,1,20,2,1,1,2,1
926,0,1,24,1,0,3161,1,2,4,2,2,31,1,1,1,2,2
927,0,1,12,2,0,902,1,3,4,3,2,21,2,1,1,2,1
928,0,1,48,2,1,10297,1,3,4,2,4,39,2,3,2,2,2
929,0,2,48,1,0,14421,1,2,2,2,3,25,1,2,1,2,2
930,0,2,18,3,0,1056,1,4,3,2,1,30,2,2,2,2,1
931,0,1,12,2,0,1274,1,1,3,1,1,37,1,2,1,1,1
932,0,2,12,2,0,1223,1,4,1,1,1,46,2,1,2,2,1
933,0,1,12,2,0,1372,1,3,2,1,3,36,2,2,1,2,1
934,0,1,16,3,0,2625,1,4,2,2,2,43,2,1,1,2,2
935,0,1,20,3,0,2235,1,2,4,3,2,33,1,1,2,2,1
936,0,2,9,2,2,959,1,2,1,1,3,29,1,2,1,2,1
937,0,2,18,3,0,884,1,4,4,2,3,36,2,2,1,2,2
938,0,2,24,2,0,1246,1,1,4,2,1,23,1,2,1,1,1
939,0,2,36,3,0,8086,2,4,2,2,3,42,1,2,2,3,2
940,0,3,48,3,0,10127,3,2,2,2,4,44,2,3,1,2,1
941,0,2,12,2,0,888,1,4,4,2,3,41,1,2,1,1,1
942,0,3,12,2,3,719,1,4,4,2,3,41,1,2,1,1,1
943,0,2,36,2,0,12389,4,2,1,2,4,37,1,3,1,2,2
944,0,1,12,2,3,709,1,4,4,2,1,57,2,2,1,1,1
945,0,2,15,1,0,6850,2,1,1,2,2,34,1,2,1,3,2
946,0,3,10,2,2,2210,1,2,2,2,1,25,2,1,1,1,1
947,0,3,30,1,1,7485,4,1,4,1,1,53,1,2,1,3,2
948,0,1,18,1,0,1442,1,3,4,2,4,32,1,3,2,1,1
949,0,3,12,3,3,797,4,4,4,1,2,33,2,2,1,1,1
950,0,2,45,3,3,4746,1,1,4,2,2,24,1,2,2,1,1
951,0,3,12,3,0,939,3,3,4,3,1,28,2,2,2,2,2
952,0,2,21,2,0,1188,1,4,2,1,2,39,2,2,1,2,1
953,0,3,48,3,1,11590,2,2,2,1,3,24,2,1,2,1,1
954,0,3,12,1,0,609,1,1,4,1,1,26,1,2,1,1,1
955,0,1,18,3,3,1190,1,1,2,1,4,55,2,3,2,1,1
956,0,2,21,2,0,2767,2,4,4,1,3,61,2,1,2,1,1
957,0,2,30,2,2,3441,2,2,2,1,3,21,1,1,1,2,1
958,0,2,30,1,0,4280,2,2,4,1,3,26,2,1,2,1,1
959,0,2,24,2,3,3092,2,1,3,3,3,22,2,1,1,2,2
960,0,3,18,2,0,6761,4,2,2,2,3,68,1,1,2,2,1
961,0,2,12,2,3,1331,1,1,2,2,3,22,2,2,1,2,1
962,0,2,54,1,0,15945,1,1,3,2,4,58,2,1,1,2,2
963,0,1,24,2,2,3234,1,1,4,1,1,23,2,1,1,1,2
964,0,2,15,2,3,802,1,4,4,2,3,37,2,2,1,2,1
965,0,2,48,2,2,9960,1,1,1,1,3,26,1,2,1,2,2
966,0,3,24,3,0,8648,1,1,2,2,3,27,1,2,2,2,2
967,0,1,18,2,3,1345,1,2,4,3,1,26,2,2,1,2,1
968,0,1,45,2,3,1845,1,2,4,2,4,23,2,3,1,2,2
969,0,1,21,1,0,1647,4,2,4,2,2,40,1,2,2,1,1
970,0,3,48,2,0,4844,1,1,3,2,3,33,2,1,1,3,2
971,0,2,27,1,0,8318,1,4,2,1,4,42,1,3,2,3,2
972,0,3,18,2,3,2100,1,2,4,2,1,37,2,2,1,2,1
973,0,1,45,1,0,11816,1,4,2,2,3,29,2,1,2,2,1
974,0,1,6,2,3,448,1,1,4,1,2,23,2,2,1,2,1
975,0,1,30,2,3,11998,1,1,1,1,4,34,1,2,1,1,2
976,0,2,48,1,0,18424,1,2,1,1,2,32,1,2,1,3,2
977,0,1,6,2,0,14896,1,4,1,2,4,68,1,2,1,3,2
978,0,2,12,2,2,2762,4,4,1,1,2,25,2,2,1,2,2
979,0,1,12,2,1,3386,1,4,3,2,4,35,2,3,1,2,2
980,0,2,24,2,3,2039,1,1,1,3,2,22,2,2,1,2,2
981,0,3,18,3,0,2169,1,2,4,3,3,28,2,2,1,2,2
982,0,2,48,3,2,5096,1,2,2,1,3,30,2,2,1,3,2
983,0,1,18,2,3,1882,1,2,4,1,3,25,1,1,2,2,1
984,0,1,48,2,3,6999,1,3,1,3,1,34,2,2,2,2,2
985,0,3,12,3,0,2292,1,1,4,2,3,42,1,2,2,3,2
986,0,1,14,2,0,8978,1,4,1,1,2,45,2,2,1,3,2
987,0,1,12,2,3,674,2,3,4,3,2,20,2,2,1,2,1
988,0,1,18,2,0,976,1,1,1,1,3,23,2,2,1,1,1
989,0,2,24,2,0,2718,1,2,3,1,2,20,2,1,1,1,2
990,0,1,18,2,3,750,1,1,4,1,1,27,2,2,1,1,1
991,0,2,24,2,1,12579,1,4,4,1,4,44,2,3,1,3,2
992,0,1,18,2,1,7511,4,4,1,2,2,51,2,3,1,2,2
993,0,1,18,3,0,3966,1,4,1,1,1,33,1,1,2,2,2
994,0,1,12,1,3,6199,1,2,4,2,2,28,2,1,2,2,2
995,0,1,24,2,3,1987,1,2,2,2,1,21,2,1,1,1,1
996,0,1,24,2,0,2303,1,4,4,2,1,45,2,2,1,2,1
997,0,3,21,3,0,12680,4,4,4,2,4,30,2,3,1,3,2
998,0,2,12,2,3,6468,4,1,2,2,4,52,2,2,1,3,2
999,0,1,30,2,2,6350,4,4,4,2,2,31,2,2,1,2,1
