,Creditability,Account Balance,Duration of Credit (month),Payment Status of Previous Credit,Purpose,Credit Amount,Value Savings/Stocks,Length of current employment,Instalment per cent,Sex & Marital Status,Most valuable available asset,Age (years),Concurrent Credits,Type of apartment,No of Credits at this Bank,Occupation,Telephone
766,0,2,4,3,3,6,1,3,2,2,1,1,2,2,1,2,1
767,0,3,7,3,0,7,1,2,3,2,2,2,1,2,1,2,1
768,0,2,9,1,0,8,2,3,2,2,4,2,2,2,1,2,1
769,0,1,8,2,3,8,4,2,4,1,3,1,2,1,1,2,1
770,0,1,6,2,3,7,1,1,4,2,3,2,1,2,1,3,1
771,0,1,9,2,0,8,1,1,3,2,4,2,2,3,1,3,2
772,0,1,7,2,3,8,1,2,4,3,1,3,2,2,1,1,2
773,0,1,4,2,0,4,1,3,2,2,3,1,2,2,1,2,2
774,0,1,4,3,3,7,1,3,2,2,3,1,2,2,1,2,2
775,0,1,4,2,0,7,1,1,4,1,3,2,2,2,1,2,2
776,0,2,7,3,2,6,1,4,4,1,4,3,2,2,1,3,2
777,0,1,9,3,2,6,1,2,1,1,1,3,2,1,1,3,2
778,0,2,7,3,3,8,1,2,4,3,3,2,2,2,1,2,1
779,0,3,8,2,3,6,2,2,3,2,2,3,2,2,1,3,2
780,0,2,5,3,2,4,1,3,2,2,2,3,2,2,1,2,1
781,0,1,6,3,3,8,1,1,4,3,1,3,1,2,1,2,1
782,0,2,4,2,0,3,1,4,4,2,4,3,2,3,1,3,2
783,0,2,9,1,3,10,3,1,4,1,2,1,1,1,1,2,1
784,0,1,8,1,3,7,1,2,4,1,4,2,2,3,1,2,1
785,0,3,6,2,3,7,3,4,3,2,3,2,1,2,1,2,2
786,0,2,9,1,0,9,2,1,1,1,2,2,1,2,1,1,1
787,0,2,8,3,3,7,3,2,3,3,2,4,1,2,1,2,1
788,0,2,6,1,3,6,1,2,1,2,1,2,2,2,1,1,2
789,0,2,6,3,2,6,1,1,2,1,3,1,1,2,1,1,1
790,0,2,8,1,0,7,1,1,2,1,1,2,2,1,1,1,1
791,0,3,8,2,3,7,1,1,2,1,1,1,2,2,1,1,1
792,0,1,6,1,2,5,1,1,2,1,2,3,1,2,1,2,2
793,0,1,8,2,3,9,1,1,4,1,2,3,2,2,1,2,1
794,0,3,5,3,3,7,1,4,4,2,1,5,2,2,1,3,2
795,0,2,4,1,3,7,1,4,4,2,4,4,2,3,1,3,2
796,0,3,7,2,2,6,1,2,2,2,1,2,2,2,1,1,1
797,0,3,7,3,3,7,1,1,2,1,3,2,2,1,1,2,1
798,0,1,6,2,0,9,4,4,4,1,3,2,1,2,1,2,1
799,0,3,6,2,0,9,1,3,4,2,4,2,1,3,1,2,1
800,0,1,6,2,0,8,4,2,4,1,2,2,2,2,1,2,1
801,0,1,6,2,0,8,4,3,4,1,4,2,2,1,1,2,1
802,0,1,6,2,0,8,4,2,4,1,1,1,2,1,1,2,1
803,0,2,7,2,0,8,4,2,4,1,2,2,2,2,1,2,1
804,0,1,8,2,0,9,4,2,4,3,3,1,2,2,1,2,1
805,0,1,6,2,0,8,1,1,4,1,2,1,2,1,1,2,1
806,0,2,7,1,0,7,2,1,3,1,3,2,2,2,1,2,1
807,0,1,1,3,3,5,1,4,3,2,4,4,2,2,1,2,2
808,0,1,6,2,2,6,1,4,4,2,2,2,2,1,1,3,2
809,0,1,9,1,3,8,1,4,4,1,4,2,2,3,1,2,1
810,0,2,2,2,3,2,1,2,2,2,3,1,2,2,1,2,2
811,0,1,1,2,3,5,1,4,4,2,4,2,2,1,1,2,1
812,0,3,7,2,3,7,1,1,4,1,1,1,2,2,1,2,1
813,0,1,7,2,3,6,1,2,2,1,1,1,2,2,1,2,1
814,0,2,9,1,1,5,1,4,2,1,4,5,1,3,1,3,2
815,0,3,7,3,2,7,1,3,4,1,1,1,2,2,1,2,1
816,0,3,9,2,0,8,2,4,1,1,4,3,2,3,1,1,1
817,0,1,8,2,0,9,1,3,4,2,1,2,2,2,1,2,1
818,0,2,9,2,2,8,1,2,3,1,1,1,2,2,1,2,1
819,0,3,9,2,2,7,1,1,2,1,3,1,2,1,1,2,1
820,0,2,2,2,3,3,3,3,1,2,4,2,1,2,1,2,2
821,0,1,4,3,3,5,1,2,4,2,2,2,1,2,1,2,2
822,0,1,6,2,3,7,1,1,4,1,2,2,2,2,1,2,1
823,0,1,7,2,3,7,1,2,3,1,1,1,2,2,1,2,2
824,0,1,6,3,3,7,1,1,4,1,3,2,2,1,1,1,2
825,0,2,9,3,0,8,1,1,4,2,2,3,2,2,1,3,2
826,0,2,2,1,3,6,2,3,4,2,4,2,2,3,1,1,1
827,0,1,8,3,0,6,1,4,3,2,2,3,2,1,1,2,2
828,0,2,8,2,3,9,1,2,4,2,3,2,2,2,1,2,1
829,0,2,2,2,3,5,1,2,2,1,1,1,2,2,1,2,1
830,0,2,4,1,3,6,1,2,4,1,3,3,2,2,1,2,2
831,0,3,4,3,3,6,1,2,4,2,3,2,2,2,1,3,2
832,0,3,4,3,3,4,4,1,4,2,3,2,2,1,1,2,2
833,0,3,4,2,3,6,1,2,4,2,3,2,2,2,1,2,1
834,0,3,9,2,2,6,1,1,1,1,2,2,2,2,1,2,1
835,0,2,6,2,1,3,1,2,1,1,3,1,2,1,1,3,1
836,0,3,7,1,3,6,1,2,2,2,3,2,1,2,1,2,1
837,0,2,6,2,2,6,1,3,3,1,3,3,2,2,1,2,2
838,0,3,7,1,0,5,1,4,2,2,4,2,1,2,1,3,2
839,0,3,8,2,0,8,3,2,2,1,2,2,2,2,1,2,1
840,0,1,4,2,3,7,4,4,4,2,4,3,2,2,1,3,2
841,0,2,7,3,2,7,1,1,2,2,1,2,2,2,1,1,1
842,0,3,8,2,2,8,3,2,4,1,3,2,2,1,1,1,1
843,0,2,6,2,3,3,1,2,2,2,3,2,1,2,1,3,2
844,0,2,6,3,3,3,1,2,2,2,3,2,2,2,1,3,2
845,0,2,6,3,3,6,3,2,4,2,2,1,2,2,1,1,1
846,0,2,5,3,3,7,2,1,4,2,4,2,1,2,1,3,1
847,0,2,1,1,3,3,2,4,3,1,4,4,1,3,1,3,2
848,0,2,4,2,3,6,2,2,4,1,4,3,2,3,1,2,1
849,0,2,4,2,3,3,2,2,1,2,4,3,2,3,1,2,2
850,0,2,3,2,3,6,2,2,4,2,2,1,2,1,1,2,1
851,0,1,8,1,3,9,1,2,4,1,1,1,1,2,1,1,1
852,0,2,6,3,3,7,1,4,4,1,1,2,2,2,1,2,2
853,0,3,6,3,0,8,4,3,4,2,1,2,1,2,1,1,1
854,0,3,7,2,2,7,1,1,4,3,2,3,2,2,1,1,1
855,0,1,2,2,0,6,1,3,4,2,4,3,2,3,1,2,1
856,0,1,6,1,2,6,3,1,4,2,4,2,2,3,1,2,2
857,0,1,4,2,3,7,1,2,4,1,3,2,2,1,1,2,1
858,0,1,3,2,3,6,1,1,4,2,3,2,2,2,1,2,1
859,0,1,8,2,3,9,2,1,4,3,4,2,2,2,1,1,2
860,0,3,2,2,3,6,4,2,4,1,1,2,1,2,1,2,1
861,0,1,2,2,3,6,1,1,3,1,2,1,2,1,1,2,1
862,0,2,8,2,3,7,1,1,1,3,1,1,2,1,1,2,1
863,0,3,7,3,0,6,1,3,2,2,2,2,1,2,1,2,1
864,0,1,4,3,3,5,1,2,4,2,4,2,1,2,1,2,2
865,0,3,8,3,3,8,4,2,3,2,4,2,2,3,1,2,2
866,0,2,8,2,0,8,1,1,3,1,3,1,2,1,1,2,1
867,0,2,4,2,1,4,1,1,1,3,3,2,2,1,1,3,2
868,0,2,8,2,2,9,2,1,4,1,3,2,1,1,1,2,1
869,0,2,6,2,0,8,1,1,3,1,3,1,2,2,1,1,2
870,0,1,2,2,3,6,1,2,3,2,3,3,2,2,1,2,1
871,0,3,4,3,0,4,1,2,4,1,1,1,1,2,1,2,2
872,0,3,7,2,3,10,1,1,3,1,1,1,2,1,1,2,1
873,0,3,4,3,3,4,1,1,1,1,3,2,2,2,1,2,1
874,0,2,6,1,3,7,1,3,4,1,4,2,1,3,1,1,1
875,0,2,5,3,0,6,1,1,4,3,3,2,2,2,1,3,1
876,0,2,5,3,0,5,1,1,4,3,3,2,2,2,1,3,1
877,0,1,2,2,3,5,1,2,3,1,3,2,2,2,1,2,2
878,0,1,9,2,3,8,1,1,3,1,2,1,2,1,1,2,1
879,0,1,6,1,3,8,4,4,4,2,3,3,1,2,1,3,2
880,0,1,7,2,2,7,1,1,4,2,3,1,2,2,1,1,1
881,0,3,9,1,3,8,1,1,4,2,3,2,2,2,1,3,2
882,0,1,2,2,0,4,1,4,4,2,4,3,1,3,1,3,1
883,0,2,8,1,0,8,2,2,2,3,2,1,2,1,1,2,1
884,0,2,8,2,0,6,2,2,2,1,3,2,2,1,1,2,2
885,0,2,2,2,0,5,2,3,3,2,2,1,2,2,1,2,1
886,0,1,6,2,0,6,1,1,4,1,2,2,2,2,1,2,1
887,0,1,4,3,3,4,1,2,3,1,4,1,2,2,1,3,2
888,0,1,6,2,3,7,1,1,4,1,1,2,2,2,1,2,2
889,0,2,4,2,2,4,2,1,4,2,4,2,2,1,1,3,2
890,0,2,1,2,0,3,1,3,4,2,4,2,2,2,1,3,2
891,0,1,4,3,1,4,1,3,4,2,3,1,2,2,1,2,2
892,0,2,8,2,3,8,4,2,2,3,1,1,2,2,1,2,2
893,0,1,7,2,2,8,1,1,4,1,3,2,2,2,1,2,1
894,0,2,6,3,2,7,1,1,3,1,2,2,2,2,1,3,2
895,0,2,7,2,1,3,1,1,3,1,4,2,2,3,1,3,2
896,0,3,7,3,3,6,3,1,4,2,1,3,1,2,1,1,1
897,0,3,6,2,0,6,1,2,3,1,1,1,2,1,1,2,1
898,0,2,6,2,3,6,1,2,4,2,3,2,2,2,1,2,2
899,0,3,9,2,0,8,4,2,4,2,2,2,2,2,1,1,1
900,0,1,6,2,0,6,1,3,2,2,2,2,2,2,1,2,2
901,0,1,8,2,0,6,1,1,4,2,1,2,2,2,1,1,1
902,0,2,4,3,0,7,1,4,4,2,4,3,1,3,1,2,2
903,0,1,7,2,2,6,1,2,2,2,3,3,2,2,1,2,1
904,0,1,7,1,2,6,1,1,1,1,2,2,2,1,1,2,1
905,0,1,7,3,2,7,1,2,4,1,1,1,2,1,1,2,1
906,0,1,7,1,2,7,1,2,4,2,3,3,1,2,1,2,1
907,0,1,5,2,2,7,1,3,4,1,1,1,2,1,1,2,1
908,0,1,6,3,0,8,1,1,4,2,1,3,2,3,1,2,1
909,0,1,2,1,2,5,1,2,3,2,4,3,2,3,1,2,1
910,0,1,6,3,0,6,1,2,3,2,4,3,2,3,1,2,1
911,0,1,8,3,0,9,1,4,4,2,2,2,2,2,1,2,1
912,0,1,3,3,3,6,1,3,3,2,2,2,1,2,1,2,2
913,0,1,4,1,2,6,1,4,4,2,3,2,1,2,1,2,1
914,0,1,6,1,2,6,1,4,3,2,4,1,1,1,1,2,1
915,0,1,7,2,2,7,1,2,2,2,3,1,2,2,1,2,1
916,0,1,8,2,2,8,1,2,2,1,3,1,2,1,1,2,1
917,0,2,8,1,2,6,1,1,4,1,2,1,2,1,1,2,1
918,0,1,2,1,1,6,1,4,3,2,4,1,2,3,1,2,1
919,0,1,2,3,1,5,1,4,4,2,4,3,2,3,1,2,2
920,0,1,6,1,2,6,1,3,3,2,3,2,1,2,1,2,1
921,0,1,8,1,0,9,1,1,4,2,3,3,1,2,1,2,2
922,0,1,6,2,0,8,1,3,4,1,3,1,2,1,1,2,1
923,0,1,6,1,3,5,1,1,2,2,2,3,2,2,1,2,2
924,0,1,7,3,3,6,1,1,2,2,2,2,1,2,1,2,1
925,0,1,7,2,2,7,1,2,1,1,1,1,2,1,1,2,1
926,0,1,6,1,3,6,1,2,4,2,2,2,1,1,1,2,2
927,0,1,8,2,3,9,1,3,4,3,2,1,2,1,1,2,1
928,0,1,2,2,1,3,1,3,4,2,4,2,2,3,1,2,2
929,0,2,2,1,3,3,1,2,2,2,3,1,1,2,1,2,2
930,0,2,7,3,0,8,1,4,3,2,1,2,2,2,1,2,1
931,0,1,8,2,0,8,1,1,3,1,1,2,1,2,1,1,1
932,0,2,8,2,0,8,1,4,1,1,1,3,2,1,1,2,1
933,0,1,8,2,0,8,1,3,2,1,3,2,2,2,1,2,1
934,0,1,8,3,0,6,1,4,2,2,2,3,2,1,1,2,2
935,0,1,7,3,0,7,1,2,4,3,2,2,1,1,1,2,1
936,0,2,9,2,2,9,1,2,1,1,3,2,1,2,1,2,1
937,0,2,7,3,0,9,1,4,4,2,3,2,2,2,1,2,2
938,0,2,6,2,0,8,1,1,4,2,1,1,1,2,1,1,1
939,0,2,4,3,0,4,2,4,2,2,3,3,1,2,1,3,2
940,0,3,2,3,0,3,3,2,2,2,4,3,2,3,1,2,1
941,0,2,8,2,0,9,1,4,4,2,3,3,1,2,1,1,1
942,0,3,8,2,3,9,1,4,4,2,3,3,1,2,1,1,1
943,0,2,4,2,0,3,4,2,1,2,4,2,1,3,1,2,2
944,0,1,8,2,3,9,1,4,4,2,1,3,2,2,1,1,1
945,0,2,8,1,0,5,2,1,1,2,2,2,1,2,1,3,2
946,0,3,9,2,2,7,1,2,2,2,1,1,2,1,1,1,1
947,0,3,5,1,1,5,4,1,4,1,1,3,1,2,1,3,2
948,0,1,7,1,0,8,1,3,4,2,4,2,1,3,1,1,1
949,0,3,8,3,3,9,4,4,4,1,2,2,2,2,1,1,1
950,0,2,3,3,3,6,1,1,4,2,2,1,1,2,1,1,1
951,0,3,8,3,0,9,3,3,4,3,1,2,2,2,1,2,2
952,0,2,7,2,3,8,1,4,2,1,2,2,2,2,1,2,1
953,0,3,2,3,1,3,2,2,2,1,3,1,2,1,1,1,1
954,0,3,8,1,3,9,1,1,4,1,1,2,1,2,1,1,1
955,0,1,7,3,3,8,1,1,2,1,4,3,2,3,1,1,1
956,0,2,7,2,3,6,2,4,4,1,3,4,2,1,1,1,1
957,0,2,5,2,2,6,2,2,2,1,3,1,1,1,1,2,1
958,0,2,5,1,3,6,2,2,4,1,3,2,2,1,1,1,1
959,0,2,6,2,3,6,2,1,3,3,3,1,2,1,1,2,2
960,0,3,7,2,0,5,4,2,2,2,3,5,1,1,1,2,1
961,0,2,8,2,3,8,1,1,2,2,3,1,2,2,1,2,1
962,0,2,1,1,3,2,1,1,3,2,4,3,2,1,1,2,2
963,0,1,6,2,2,6,1,1,4,1,1,1,2,1,1,1,2
964,0,2,8,2,3,9,1,4,4,2,3,2,2,2,1,2,1
965,0,2,2,2,2,4,1,1,1,1,3,2,1,2,1,2,2
966,0,3,6,3,3,4,1,1,2,2,3,2,1,2,1,2,2
967,0,1,7,2,3,8,1,2,4,3,1,2,2,2,1,2,1
968,0,1,3,2,3,7,1,2,4,2,4,1,2,3,1,2,2
969,0,1,7,1,0,7,4,2,4,2,2,3,1,2,1,1,1
970,0,3,2,2,3,6,1,1,3,2,3,2,2,1,1,3,2
971,0,2,6,1,3,4,1,4,2,1,4,3,1,3,1,3,2
972,0,3,7,2,3,7,1,2,4,2,1,2,2,2,1,2,1
973,0,1,3,1,3,3,1,4,2,2,3,2,2,1,1,2,1
974,0,1,9,2,3,10,1,1,4,1,2,1,2,2,1,2,1
975,0,1,5,2,3,3,1,1,1,1,4,2,1,2,1,1,2
976,0,2,2,1,3,2,1,2,1,1,2,2,1,2,1,3,2
977,0,1,9,2,0,3,1,4,1,2,4,5,1,2,1,3,2
978,0,2,8,2,2,6,4,4,1,1,2,1,2,2,1,2,2
979,0,1,8,2,1,6,1,4,3,2,4,2,2,3,1,2,2
980,0,2,6,2,3,7,1,1,1,3,2,1,2,2,1,2,2
981,0,3,7,3,3,7,1,2,4,3,3,2,2,2,1,2,2
982,0,2,2,3,2,5,1,2,2,1,3,2,2,2,1,3,2
983,0,1,7,2,3,7,1,2,4,1,3,1,1,1,1,2,1
984,0,1,2,2,3,5,1,3,1,3,1,2,2,2,1,2,2
985,0,3,8,3,3,7,1,1,4,2,3,3,1,2,1,3,2
986,0,1,8,2,0,4,1,4,1,1,2,3,2,2,1,3,2
987,0,1,8,2,3,9,2,3,4,3,2,1,2,2,1,2,1
988,0,1,7,2,0,9,1,1,1,1,3,1,2,2,1,1,1
989,0,2,6,2,0,6,1,2,3,1,2,1,2,1,1,1,2
990,0,1,7,2,3,9,1,1,4,1,1,2,2,2,1,1,1
991,0,2,6,2,1,3,1,4,4,1,4,3,2,3,1,3,2
992,0,1,7,2,1,4,4,4,1,2,2,3,2,3,1,2,2
993,0,1,7,3,0,6,1,4,1,1,1,2,1,1,1,2,2
994,0,1,8,1,3,5,1,2,4,2,2,2,2,1,1,2,2
995,0,1,6,2,3,7,1,2,2,2,1,1,2,1,1,1,1
996,0,1,6,2,0,7,1,4,4,2,1,3,2,2,1,2,1
997,0,3,7,3,0,3,4,4,4,2,4,2,2,3,1,3,2
998,0,2,8,2,3,5,4,1,2,2,4,3,2,2,1,3,2
999,0,1,5,2,2,5,4,4,4,2,2,2,2,2,1,2,1
